Bldg City,Bldg State,Bldg Status,Property Type,Total Parking Spaces,Owned/Leased
EDEN,TX,ACTIVE,BUILDING,1,LEASED
MCALLEN,TX,ACTIVE,BUILDING,139,LEASED
SAN ANGELO,TX,ACTIVE,BUILDING,3,LEASED
EL PASO,TX,ACTIVE,BUILDING,123,LEASED
PLANO,TX,ACTIVE,BUILDING,20,LEASED
HOUSTON,TX,ACTIVE,BUILDING,16,LEASED
HOUSTON,TX,ACTIVE,BUILDING,40,LEASED
LONGVIEW,TX,ACTIVE,BUILDING,0,LEASED
RIO GRANDE CITY,TX,ACTIVE,LAND,0,LEASED
HARLINGEN,TX,ACTIVE,BUILDING,464,LEASED
EAGLE PASS,TX,ACTIVE,BUILDING,37,LEASED
BRYAN,TX,ACTIVE,BUILDING,1,LEASED
EL PASO,TX,ACTIVE,BUILDING,23,LEASED
COTULLA,TX,ACTIVE,BUILDING,149,LEASED
LAREDO,TX,ACTIVE,BUILDING,347,LEASED
WACO,TX,ACTIVE,BUILDING,5,LEASED
HARLINGEN,TX,ACTIVE,BUILDING,464,LEASED
EL PASO,TX,ACTIVE,BUILDING,112,LEASED
EAGLE PASS,TX,ACTIVE,BUILDING,0,LEASED
TYLER,TX,ACTIVE,BUILDING,0,LEASED
DALLAS,TX,ACTIVE,BUILDING,0,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,60,LEASED
EL PASO,TX,ACTIVE,BUILDING,11,LEASED
CORPUS CHRISTI,TX,ACTIVE,BUILDING,4,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,76,LEASED
CORPUS CHRISTI,TX,ACTIVE,BUILDING,132,LEASED
HOUSTON,TX,ACTIVE,BUILDING,90,LEASED
DENTON,TX,ACTIVE,BUILDING,700,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,0,LEASED
HOUSTON,TX,ACTIVE,BUILDING,134,LEASED
HOUSTON,TX,ACTIVE,BUILDING,90,LEASED
DALLAS,TX,ACTIVE,BUILDING,309,LEASED
DALLAS,TX,ACTIVE,BUILDING,73,LEASED
DENTON,TX,ACTIVE,BUILDING,40,LEASED
LAREDO,TX,ACTIVE,BUILDING,7,LEASED
DALLAS,TX,ACTIVE,BUILDING,676,LEASED
MCALLEN,TX,ACTIVE,BUILDING,125,LEASED
GREENVILLE,TX,ACTIVE,BUILDING,37,LEASED
PLAINVIEW,TX,ACTIVE,BUILDING,31,LEASED
DALLAS,TX,ACTIVE,BUILDING,204,LEASED
ABILENE,TX,ACTIVE,BUILDING,6,LEASED
BIG SPRING,TX,ACTIVE,BUILDING,25,LEASED
EL PASO,TX,ACTIVE,BUILDING,13,LEASED
AUSTIN,TX,ACTIVE,BUILDING,236,LEASED
LAREDO,TX,ACTIVE,BUILDING,0,LEASED
BROWNSVILLE,TX,ACTIVE,BUILDING,48,LEASED
ABILENE,TX,ACTIVE,BUILDING,0,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,30,LEASED
GEORGETOWN,TX,ACTIVE,BUILDING,47,LEASED
BROWNSVILLE,TX,ACTIVE,BUILDING,52,LEASED
WINDCREST,TX,ACTIVE,BUILDING,6,LEASED
CORPUS CHRISTI,TX,ACTIVE,BUILDING,10,LEASED
FORT WORTH,TX,ACTIVE,BUILDING,21,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,0,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,20,LEASED
EL PASO,TX,ACTIVE,BUILDING,8,LEASED
HOLLYWOOD PARK,TX,ACTIVE,BUILDING,12,LEASED
KERRVILLE,TX,ACTIVE,BUILDING,18,LEASED
TEMPLE,TX,ACTIVE,BUILDING,0,LEASED
EAGLE PASS,TX,ACTIVE,BUILDING,45,LEASED
KERRVILLE,TX,ACTIVE,BUILDING,40,LEASED
BALCH SPRINGS,TX,ACTIVE,BUILDING,87,LEASED
TYLER,TX,ACTIVE,BUILDING,85,LEASED
COPPELL,TX,ACTIVE,BUILDING,160,LEASED
GRAND PRAIRIE,TX,ACTIVE,BUILDING,97,LEASED
WICHITA FALLS,TX,ACTIVE,BUILDING,2,LEASED
DALLAS,TX,ACTIVE,BUILDING,15,LEASED
LAREDO,TX,ACTIVE,BUILDING,70,LEASED
BEAUMONT,TX,ACTIVE,BUILDING,50,LEASED
GRAPEVINE,TX,ACTIVE,BUILDING,10,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,60,LEASED
TEMPLE,TX,ACTIVE,BUILDING,68,LEASED
EL PASO,TX,ACTIVE,BUILDING,4,LEASED
CORPUS CHRISTI,TX,ACTIVE,BUILDING,100,LEASED
ARLINGTON,TX,ACTIVE,BUILDING,21,LEASED
CORPUS CHRISTI,TX,ACTIVE,BUILDING,0,LEASED
TOMBALL,TX,ACTIVE,BUILDING,10,LEASED
IRVING,TX,ACTIVE,BUILDING,0,LEASED
ABILENE,TX,ACTIVE,BUILDING,2,LEASED
DALLAS,TX,ACTIVE,BUILDING,26,LEASED
FORT WORTH,TX,ACTIVE,BUILDING,17,LEASED
HOUSTON,TX,ACTIVE,BUILDING,85,LEASED
VICTORIA,TX,ACTIVE,BUILDING,2,LEASED
IRVING,TX,ACTIVE,BUILDING,20,LEASED
CORPUS CHRISTI,TX,ACTIVE,BUILDING,3,LEASED
WICHITA FALLS,TX,ACTIVE,BUILDING,8,LEASED
LONGVIEW,TX,ACTIVE,BUILDING,2,LEASED
ODESSA,TX,ACTIVE,BUILDING,80,LEASED
HOUSTON,TX,ACTIVE,BUILDING,0,LEASED
DALLAS,TX,ACTIVE,BUILDING,20,LEASED
EL PASO,TX,ACTIVE,BUILDING,2,LEASED
BROWNSVILLE,TX,ACTIVE,BUILDING,6,LEASED
SAN ANGELO,TX,ACTIVE,BUILDING,2,LEASED
HOUSTON,TX,ACTIVE,BUILDING,202,LEASED
MIDLAND,TX,ACTIVE,BUILDING,2,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,23,LEASED
TYLER,TX,ACTIVE,BUILDING,1,LEASED
AMARILLO,TX,ACTIVE,BUILDING,1,LEASED
FORT WORTH,TX,ACTIVE,BUILDING,525,LEASED
ABILENE,TX,ACTIVE,BUILDING,0,LEASED
EL PASO,TX,ACTIVE,BUILDING,83,LEASED
EL PASO,TX,ACTIVE,BUILDING,0,LEASED
AUSTIN,TX,ACTIVE,BUILDING,41,LEASED
TYLER,TX,ACTIVE,BUILDING,1,LEASED
MCALLEN,TX,ACTIVE,BUILDING,3,LEASED
HARLINGEN,TX,ACTIVE,BUILDING,0,LEASED
LAREDO,TX,ACTIVE,BUILDING,0,LEASED
HOUSTON,TX,ACTIVE,BUILDING,16,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,8,LEASED
HOUSTON,TX,ACTIVE,BUILDING,2,LEASED
ALPINE,TX,ACTIVE,BUILDING,64,LEASED
WACO,TX,ACTIVE,BUILDING,1,LEASED
AUSTIN,TX,ACTIVE,BUILDING,6,LEASED
DALLAS,TX,ACTIVE,BUILDING,547,LEASED
GRAND PRAIRIE,TX,ACTIVE,BUILDING,11,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,6,LEASED
EAGLE PASS,TX,ACTIVE,BUILDING,74,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,282,LEASED
LUBBOCK,TX,ACTIVE,BUILDING,0,LEASED
DEL RIO,TX,ACTIVE,BUILDING,30,LEASED
BROWNSVILLE,TX,ACTIVE,BUILDING,2,LEASED
AUSTIN,TX,ACTIVE,BUILDING,130,LEASED
DALLAS,TX,ACTIVE,BUILDING,12,LEASED
EL PASO,TX,ACTIVE,BUILDING,14,LEASED
MARSHALL,TX,ACTIVE,BUILDING,43,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,69,LEASED
BRYAN,TX,ACTIVE,BUILDING,52,LEASED
SEGUIN,TX,ACTIVE,BUILDING,54,LEASED
HOUSTON,TX,ACTIVE,BUILDING,10,LEASED
ABILENE,TX,ACTIVE,BUILDING,68,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,77,LEASED
SHENANDOAH,TX,ACTIVE,BUILDING,44,LEASED
VICTORIA,TX,ACTIVE,BUILDING,76,LEASED
VICTORIA,TX,ACTIVE,BUILDING,10,LEASED
ALPINE,TX,ACTIVE,BUILDING,47,LEASED
PLANO,TX,ACTIVE,BUILDING,55,LEASED
AUSTIN,TX,ACTIVE,BUILDING,15,LEASED
CLEBURNE,TX,ACTIVE,BUILDING,52,LEASED
COLLEGE STATION,TX,ACTIVE,BUILDING,2,LEASED
LUFKIN,TX,ACTIVE,BUILDING,52,LEASED
PORT ARTHUR,TX,ACTIVE,BUILDING,135,LEASED
KILLEEN,TX,ACTIVE,BUILDING,0,LEASED
DALLAS,TX,ACTIVE,BUILDING,160,LEASED
EL PASO,TX,ACTIVE,BUILDING,0,LEASED
LAREDO,TX,ACTIVE,BUILDING,6,LEASED
WICHITA FALLS,TX,ACTIVE,BUILDING,56,LEASED
EL PASO,TX,ACTIVE,BUILDING,15,LEASED
HOUSTON,TX,ACTIVE,BUILDING,0,LEASED
CONROE,TX,ACTIVE,BUILDING,16,LEASED
IRVING,TX,ACTIVE,BUILDING,100,LEASED
BROWNSVILLE,TX,ACTIVE,BUILDING,3,LEASED
FRISCO,TX,ACTIVE,BUILDING,26,LEASED
DALLAS,TX,ACTIVE,BUILDING,0,LEASED
LAREDO,TX,ACTIVE,BUILDING,17,LEASED
MOUNT PLEASANT,TX,ACTIVE,BUILDING,16,LEASED
THE WOODLANDS,TX,ACTIVE,BUILDING,14,LEASED
SAN ANGELO,TX,ACTIVE,BUILDING,0,LEASED
MIDLAND,TX,ACTIVE,BUILDING,34,LEASED
ALICE,TX,ACTIVE,BUILDING,34,LEASED
WAXAHACHIE,TX,ACTIVE,BUILDING,52,LEASED
HARLINGEN,TX,ACTIVE,BUILDING,75,LEASED
GRAND PRAIRIE,TX,ACTIVE,BUILDING,5,LEASED
HOUSTON,TX,ACTIVE,BUILDING,33,LEASED
FORT WORTH,TX,ACTIVE,BUILDING,833,LEASED
PASADENA,TX,ACTIVE,BUILDING,216,LEASED
EL PASO,TX,ACTIVE,BUILDING,28,LEASED
SHERMAN,TX,ACTIVE,BUILDING,53,LEASED
MCALLEN,TX,ACTIVE,BUILDING,150,LEASED
HOUSTON,TX,ACTIVE,BUILDING,77,LEASED
TEXAS CITY,TX,ACTIVE,BUILDING,97,LEASED
IRVING,TX,ACTIVE,BUILDING,479,LEASED
EL PASO,TX,ACTIVE,BUILDING,13,LEASED
BEAUMONT,TX,ACTIVE,BUILDING,10,LEASED
BRENHAM,TX,ACTIVE,BUILDING,34,LEASED
MCKINNEY,TX,ACTIVE,BUILDING,69,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,364,LEASED
EL PASO,TX,ACTIVE,BUILDING,82,LEASED
VAN HORN,TX,ACTIVE,BUILDING,136,LEASED
TEXARKANA,TX,ACTIVE,BUILDING,85,LEASED
COPPELL,TX,ACTIVE,BUILDING,0,LEASED
ADDISON,TX,ACTIVE,BUILDING,122,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,10,LEASED
ANGLETON,TX,ACTIVE,BUILDING,72,LEASED
HARLINGEN,TX,ACTIVE,BUILDING,62,LEASED
FORT WORTH,TX,ACTIVE,BUILDING,130,LEASED
BEAUMONT,TX,ACTIVE,BUILDING,0,LEASED
RICHARDSON,TX,ACTIVE,BUILDING,25,LEASED
WESLACO,TX,ACTIVE,BUILDING,292,LEASED
LONGVIEW,TX,ACTIVE,BUILDING,66,LEASED
HOUSTON,TX,ACTIVE,BUILDING,164,LEASED
EL PASO,TX,ACTIVE,BUILDING,6,LEASED
CONROE,TX,ACTIVE,BUILDING,132,LEASED
CORSICANA,TX,ACTIVE,BUILDING,42,LEASED
HOUSTON,TX,ACTIVE,BUILDING,130,LEASED
BEAUMONT,TX,ACTIVE,BUILDING,124,LEASED
EL PASO,TX,ACTIVE,BUILDING,0,LEASED
FRISCO,TX,ACTIVE,BUILDING,79,LEASED
MCALLEN,TX,ACTIVE,BUILDING,31,LEASED
AUSTIN,TX,ACTIVE,BUILDING,28,LEASED
PLANO,TX,ACTIVE,BUILDING,117,LEASED
HOUSTON,TX,ACTIVE,BUILDING,36,LEASED
GEORGETOWN,TX,ACTIVE,BUILDING,0,LEASED
MCALLEN,TX,ACTIVE,BUILDING,830,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,110,LEASED
EL PASO,TX,ACTIVE,BUILDING,0,LEASED
EL PASO,TX,ACTIVE,BUILDING,86,LEASED
WACO,TX,ACTIVE,BUILDING,113,LEASED
BROWNSVILLE,TX,ACTIVE,BUILDING,123,LEASED
AUSTIN,TX,ACTIVE,BUILDING,603,LEASED
EL PASO,TX,ACTIVE,BUILDING,30,LEASED
EL PASO,TX,ACTIVE,BUILDING,11,LEASED
HOUSTON,TX,ACTIVE,BUILDING,250,LEASED
DENTON,TX,ACTIVE,BUILDING,0,OWNED
SAN ANTONIO,TX,ACTIVE,BUILDING,55,LEASED
FREER,TX,ACTIVE,LAND,0,LEASED
PAMPA,TX,ACTIVE,BUILDING,27,LEASED
LUBBOCK,TX,ACTIVE,BUILDING,76,LEASED
DALLAS,TX,ACTIVE,BUILDING,47,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,61,LEASED
EL PASO,TX,ACTIVE,BUILDING,2,LEASED
AMARILLO,TX,ACTIVE,BUILDING,64,LEASED
FORT WORTH,TX,ACTIVE,BUILDING,0,LEASED
LEAGUE CITY,TX,ACTIVE,BUILDING,12,LEASED
AUSTIN,TX,ACTIVE,BUILDING,755,LEASED
DALLAS,TX,ACTIVE,BUILDING,0,LEASED
CRAWFORD,TX,ACTIVE,BUILDING,0,LEASED
HARLINGEN,TX,ACTIVE,BUILDING,80,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,110,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,166,LEASED
MIDLAND,TX,ACTIVE,BUILDING,26,LEASED
EL PASO,TX,ACTIVE,BUILDING,69,LEASED
LA PORTE,TX,ACTIVE,BUILDING,25,LEASED
HOUSTON,TX,ACTIVE,BUILDING,89,LEASED
DALLAS,TX,ACTIVE,BUILDING,105,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,142,LEASED
PALESTINE,TX,ACTIVE,BUILDING,34,LEASED
ARLINGTON,TX,ACTIVE,BUILDING,290,LEASED
EULESS,TX,ACTIVE,BUILDING,129,LEASED
LUBBOCK,TX,ACTIVE,BUILDING,88,LEASED
HOUSTON,TX,ACTIVE,BUILDING,11,LEASED
HOUSTON,TX,ACTIVE,BUILDING,31,LEASED
PECOS,TX,ACTIVE,BUILDING,1,LEASED
FORT WORTH,TX,ACTIVE,BUILDING,35,LEASED
BRYAN,TX,ACTIVE,BUILDING,15,LEASED
PARIS,TX,ACTIVE,BUILDING,47,LEASED
AUSTIN,TX,ACTIVE,BUILDING,80,LEASED
HOUSTON,TX,ACTIVE,BUILDING,164,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,140,LEASED
HOUSTON,TX,ACTIVE,BUILDING,101,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,0,LEASED
FORT WORTH,TX,ACTIVE,BUILDING,77,LEASED
MCALLEN,TX,ACTIVE,BUILDING,250,LEASED
AUSTIN,TX,ACTIVE,STRUCTURE,22,LEASED
HOUSTON,TX,ACTIVE,BUILDING,82,LEASED
IRVING,TX,ACTIVE,BUILDING,35,LEASED
HOUSTON,TX,ACTIVE,BUILDING,38,LEASED
SAN ANGELO,TX,ACTIVE,BUILDING,35,LEASED
LAREDO,TX,ACTIVE,BUILDING,22,LEASED
LAREDO,TX,ACTIVE,BUILDING,45,LEASED
EAGLE PASS,TX,ACTIVE,BUILDING,2,LEASED
ARLINGTON,TX,ACTIVE,BUILDING,24,LEASED
EL PASO,TX,ACTIVE,BUILDING,30,LEASED
HOUSTON,TX,ACTIVE,BUILDING,18,LEASED
LAREDO,TX,ACTIVE,BUILDING,8,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,20,LEASED
IRVING,TX,ACTIVE,BUILDING,196,LEASED
SAN ANGELO,TX,ACTIVE,BUILDING,26,LEASED
FORT WORTH,TX,ACTIVE,BUILDING,20,LEASED
WICHITA FALLS,TX,ACTIVE,BUILDING,24,LEASED
FORT WORTH,TX,ACTIVE,BUILDING,7,LEASED
HARLINGEN,TX,ACTIVE,BUILDING,1,LEASED
MCALLEN,TX,ACTIVE,BUILDING,3,LEASED
MCALLEN,TX,ACTIVE,BUILDING,8,LEASED
SHERMAN,TX,ACTIVE,BUILDING,12,LEASED
PORT ISABEL,TX,ACTIVE,BUILDING,40,LEASED
MCALLEN,TX,ACTIVE,BUILDING,74,LEASED
MCALLEN,TX,ACTIVE,BUILDING,35,LEASED
AUSTIN,TX,ACTIVE,BUILDING,112,LEASED
NACOGDOCHES,TX,ACTIVE,BUILDING,13,LEASED
WESLACO,TX,ACTIVE,BUILDING,100,LEASED
DEL RIO,TX,ACTIVE,BUILDING,37,LEASED
EL PASO,TX,ACTIVE,BUILDING,25,LEASED
HARLINGEN,TX,ACTIVE,BUILDING,3,LEASED
IRVING,TX,ACTIVE,BUILDING,100,LEASED
AUSTIN,TX,ACTIVE,BUILDING,575,LEASED
AUSTIN,TX,ACTIVE,BUILDING,2,LEASED
PORT ARANSAS,TX,ACTIVE,BUILDING,35,LEASED
MISSION,TX,ACTIVE,BUILDING,85,LEASED
AUSTIN,TX,ACTIVE,BUILDING,56,LEASED
DALLAS,TX,ACTIVE,BUILDING,92,LEASED
AUSTIN,TX,ACTIVE,BUILDING,180,LEASED
MCALLEN,TX,ACTIVE,BUILDING,2,LEASED
MCALLEN,TX,ACTIVE,BUILDING,4,LEASED
LAREDO,TX,ACTIVE,BUILDING,50,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,6,LEASED
IRVING,TX,ACTIVE,BUILDING,5,LEASED
HARLINGEN,TX,ACTIVE,BUILDING,20,LEASED
ALPINE,TX,ACTIVE,BUILDING,10,LEASED
TYLER,TX,ACTIVE,BUILDING,2,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,12,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,2,LEASED
TYLER,TX,ACTIVE,BUILDING,30,LEASED
HOUSTON,TX,ACTIVE,LAND,10,LEASED
HOUSTON,TX,ACTIVE,STRUCTURE,27,LEASED
ARLINGTON,TX,ACTIVE,BUILDING,0,LEASED
DALLAS,TX,ACTIVE,BUILDING,2,LEASED
COLLEGE STATION,TX,ACTIVE,BUILDING,0,LEASED
SHENANDOAH,TX,ACTIVE,BUILDING,4,LEASED
BROWNSVILLE,TX,ACTIVE,BUILDING,2,LEASED
LAREDO,TX,ACTIVE,BUILDING,213,LEASED
LAREDO,TX,ACTIVE,BUILDING,36,LEASED
RICHARDSON,TX,ACTIVE,BUILDING,27,LEASED
CONROE,TX,ACTIVE,BUILDING,37,LEASED
EL PASO,TX,ACTIVE,BUILDING,12,LEASED
SPRING,TX,ACTIVE,BUILDING,5,LEASED
FARMERS BRANCH,TX,ACTIVE,BUILDING,148,LEASED
ANGLETON,TX,ACTIVE,BUILDING,56,LEASED
LONGVIEW,TX,ACTIVE,BUILDING,14,LEASED
DEL RIO,TX,ACTIVE,LAND,0,LEASED
HOUSTON,TX,ACTIVE,BUILDING,0,LEASED
ROUND ROCK,TX,ACTIVE,BUILDING,8,LEASED
HOUSTON,TX,ACTIVE,BUILDING,14,LEASED
HARLINGEN,TX,ACTIVE,BUILDING,8,LEASED
HOUSTON,TX,ACTIVE,BUILDING,0,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,21,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,0,LEASED
FORT WORTH,TX,ACTIVE,BUILDING,1590,LEASED
WESLACO,TX,ACTIVE,LAND,301,LEASED
DEL RIO,TX,ACTIVE,BUILDING,0,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,0,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,0,LEASED
SAN ANTONIO,TX,ACTIVE,BUILDING,0,LEASED
HOUSTON,TX,ACTIVE,BUILDING,2,LEASED
PROGRESO,TX,ACTIVE,BUILDING,2,LEASED
PROGRESO,TX,ACTIVE,BUILDING,9,LEASED
PROGRESO,TX,ACTIVE,BUILDING,5,LEASED
PROGRESO,TX,ACTIVE,BUILDING,1,LEASED
PROGRESO,TX,ACTIVE,BUILDING,1,LEASED
PROGRESO,TX,ACTIVE,BUILDING,1,LEASED
PROGRESO,TX,ACTIVE,BUILDING,1,LEASED
PROGRESO,TX,ACTIVE,BUILDING,1,LEASED
PRESIDIO,TX,ACTIVE,BUILDING,8,LEASED
PRESIDIO,TX,ACTIVE,BUILDING,0,LEASED
PRESIDIO,TX,ACTIVE,BUILDING,0,LEASED
PRESIDIO,TX,ACTIVE,BUILDING,0,LEASED
PRESIDIO,TX,ACTIVE,BUILDING,0,LEASED
PRESIDIO,TX,ACTIVE,BUILDING,0,LEASED
PRESIDIO,TX,ACTIVE,BUILDING,0,LEASED
BROWNSVILLE,TX,ACTIVE,LAND,0,OWNED
TORNILLO,TX,ACTIVE,LAND,0,OWNED
PHARR,TX,ACTIVE,LAND,0,OWNED
EL PASO,TX,ACTIVE,LAND,0,OWNED
LOS INDIOS,TX,ACTIVE,LAND,0,OWNED
LAREDO,TX,ACTIVE,LAND,0,OWNED
EL PASO,TX,ACTIVE,LAND,0,OWNED
BROWNSVILLE,TX,ACTIVE,LAND,0,OWNED
FT HANCOCK,TX,ACTIVE,LAND,0,OWNED
EAGLE PASS,TX,ACTIVE,LAND,0,OWNED
DONNA,TX,ACTIVE,LAND,0,OWNED
DEL RIO,TX,ACTIVE,LAND,0,OWNED
LAREDO,TX,ACTIVE,LAND,0,OWNED
LAREDO,TX,ACTIVE,LAND,0,OWNED
EL PASO,TX,ACTIVE,LAND,0,OWNED
BROWNSVILLE,TX,ACTIVE,LAND,0,OWNED
MISSION,TX,ACTIVE,LAND,0,OWNED
EL PASO,TX,ACTIVE,LAND,0,OWNED
LAREDO,TX,ACTIVE,LAND,0,OWNED
EAGLE PASS,TX,ACTIVE,LAND,0,OWNED
DEL RIO,TX,ACTIVE,LAND,0,OWNED
MARFA,TX,ACTIVE,LAND,0,OWNED
MCALLEN,TX,ACTIVE,LAND,0,OWNED
LAREDO,TX,ACTIVE,LAND,0,OWNED
DENVER,CO,ACTIVE,BUILDING,47,OWNED
DENVER,CO,ACTIVE,BUILDING,0,OWNED
GRAND JUNCTION,CO,ACTIVE,BUILDING,26,OWNED
DENVER,CO,ACTIVE,BUILDING,164,OWNED
FORT COLLINS,CO,ACTIVE,BUILDING,192,OWNED
DENVER,CO,ACTIVE,STRUCTURE,67,OWNED
DENVER,CO,ACTIVE,BUILDING,0,OWNED
DENVER,CO,ACTIVE,LAND,124,OWNED
DENVER,CO,ACTIVE,BUILDING,402,OWNED
BOULDER,CO,ACTIVE,BUILDING,0,OWNED
DENVER,CO,ACTIVE,BUILDING,51,OWNED
LAKEWOOD,CO,ACTIVE,LAND,0,OWNED
LAKEWOOD,CO,ACTIVE,LAND,0,OWNED
LAKEWOOD,CO,ACTIVE,LAND,0,OWNED
LAKEWOOD,CO,ACTIVE,LAND,0,OWNED
LAKEWOOD,CO,ACTIVE,LAND,0,OWNED
LAKEWOOD,CO,ACTIVE,LAND,0,OWNED
LAKEWOOD,CO,ACTIVE,LAND,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,56,OWNED
LAKEWOOD,CO,EXCESS,STRUCTURE,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,684,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,4,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,1046,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,104,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,420,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,61,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,214,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,80,OWNED
LAKEWOOD,CO,EXCESS,STRUCTURE,111,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,100,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,1,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,539,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,38,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,544,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,8,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,682,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,12,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,352,OWNED
LAKEWOOD,CO,EXCESS,BUILDING,0,OWNED
LAKEWOOD,CO,EXCESS,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,5,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,722,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,32,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,80,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,919,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,23,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,84,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,241,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,183,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,EXCESS,STRUCTURE,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,0,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,77,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,2,OWNED
LAKEWOOD,CO,ACTIVE,BUILDING,80,LEASED
TOWAOC,CO,ACTIVE,BUILDING,8,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,71,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,409,LEASED
ENGLEWOOD,CO,ACTIVE,BUILDING,74,LEASED
DENVER,CO,ACTIVE,STRUCTURE,0,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,2,LEASED
GLENWOOD SPGS,CO,ACTIVE,BUILDING,2,LEASED
CRAIG,CO,ACTIVE,BUILDING,0,LEASED
DENVER,CO,ACTIVE,BUILDING,7,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,12,LEASED
DENVER,CO,ACTIVE,BUILDING,2,LEASED
GOLDEN,CO,ACTIVE,BUILDING,88,LEASED
DENVER,CO,ACTIVE,BUILDING,1,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,627,LEASED
LAKEWOOD,CO,ACTIVE,BUILDING,265,LEASED
COLORADO SPRINGS,CO,ACTIVE,BUILDING,42,LEASED
GREENWOOD VILLAGE,CO,ACTIVE,BUILDING,6,LEASED
GOLDEN,CO,ACTIVE,BUILDING,383,LEASED
